mag_1,x_1,y_1,z_1,mag_2,x_2,y_2,z_2,mag_3,x_3,y_3,z_3,mag_4,x_4,y_4,z_4,avg_mag,max_mag,min_mag,range_mag,std_mag,left_right_diff,top_bottom_diff,diag1_diff,diag2_diff,diff_12,diff_13,diff_14,diff_23,diff_24,diff_34,norm_mag_1,norm_mag_2,norm_mag_3,norm_mag_4,strongest_sensor,rssi,label
679.2127796206429,112.0,645.0,181.0,6082.582839550975,-1901.0,5053.0,2802.0,3496.858161264194,-672.0,-2863.0,1892.0,0.0,0.0,0.0,0.0,2564.663445108953,6082.582839550975,0.0,6082.582839550975,2417.4969831050207,-953.2559493330692,1632.468728953712,679.2127796206429,2585.724678286781,5403.370059930332,2817.6453816435514,679.2127796206429,2585.724678286781,6082.582839550975,3496.858161264194,0.0662087632702805,0.592922128939668,0.3408691077900515,0.0,2,-48,knife
5335.812871531384,5055.0,-1657.0,415.0,1677.4128889453546,1145.0,-1033.0,660.0,2302.7924352837363,-110.0,-2207.0,648.0,0.0,0.0,0.0,0.0,2329.004548940118,5335.812871531384,0.0,5335.812871531384,1929.405170257464,2980.596208934883,2355.216662596501,5335.812871531384,-625.3795463383817,3658.3999825860296,3033.020436247648,5335.812871531384,625.3795463383817,1677.4128889453546,2302.7924352837363,0.572756810840022,0.1800568497932636,0.2471863393667145,0.0,1,-46,knife
2414.885711581399,1592.0,-1160.0,1397.0,1634.4613791705206,1150.0,-800.0,842.0,2243.5607858937096,166.0,-2140.0,653.0,0.0,0.0,0.0,0.0,1573.2269691614074,2414.885711581399,0.0,2414.885711581399,953.4843488506838,1511.9925591522938,902.8931524291048,2414.885711581399,-609.0994067231891,780.4243324108784,171.3249256876893,2414.885711581399,609.0994067231891,1634.4613791705206,2243.5607858937096,0.3837471895216475,0.2597307018010493,0.356522108677303,0.0,1,-44,knife
2478.109763509276,2328.0,-790.0,-312.0,1851.166929263809,977.0,-1487.0,511.0,3025.948281117838,-373.0,-2953.0,545.0,0.0,0.0,0.0,0.0,1838.8062434727308,3025.948281117838,0.0,3025.948281117838,1140.1070559231289,1826.4455576816529,651.6642058276232,2478.109763509276,-1174.7813518540293,626.9428342454671,547.8385176085621,2478.109763509276,1174.7813518540293,1851.166929263809,3025.948281117838,0.3369182822151466,0.251680531300532,0.4114011864843214,0.0,3,-46,knife
3295.6635143776434,1073.0,362.0,-3095.0,2890.02508639631,-416.0,-2858.0,-105.0,5154.920561948555,-1545.0,-2490.0,-4241.0,0.0,0.0,0.0,0.0,2835.152290680627,5154.920561948555,0.0,5154.920561948555,1846.2458500016717,2780.279494964944,515.3840194126997,3295.6635143776434,-2264.8954755522445,405.6384279813333,1859.2570475709117,3295.6635143776434,2264.8954755522445,2890.02508639631,5154.920561948555,0.2906072740087678,0.2548386109536386,0.4545541150375936,0.0,3,-42,knife
1667.0254947060648,1427.0,342.0,-791.0,7671.127296558179,837.0,-7620.0,285.0,15452.990843199254,-7602.0,-5941.0,-12071.0,0.0,0.0,0.0,0.0,6197.785908615875,15452.990843199254,0.0,15452.990843199254,6057.431248554332,4724.44452067357,-3057.419025967504,1667.0254947060648,-7781.863546641074,6004.1018018521145,13785.965348493188,1667.0254947060648,7781.863546641074,7671.127296558179,15452.990843199254,0.0672427831198817,0.3094301501240198,0.6233270667560984,0.0,3,-43,knife
2269.8660753445347,1088.0,22.0,1992.0,4266.474539945129,3647.0,-2036.0,870.0,60.29925372672534,60.0,0.0,6.0,0.0,0.0,0.0,0.0,1649.1599672540974,4266.474539945129,0.0,4266.474539945129,1766.3393367092478,-968.1546054369346,3238.0206807814693,2269.8660753445347,4206.175286218404,1996.6084646005947,2209.566821617809,2269.8660753445347,4206.175286218404,4266.474539945129,60.29925372672534,0.3440942844258965,0.646764811276759,0.0091409042973444,0.0,2,-50,knife
6651.901081645758,6618.0,-130.0,-658.0,3036.175225509885,1406.0,-2650.0,468.0,4384.074474732381,-3205.0,-2410.0,-1772.0,0.0,0.0,0.0,0.0,3518.037695472006,6651.901081645758,0.0,6651.901081645758,2407.2754356820114,3999.9001654341264,2652.000916211631,6651.901081645758,-1347.8992492224957,3615.7258561358726,2267.826606913377,6651.901081645758,1347.8992492224957,3036.175225509885,4384.074474732381,0.4726996736140209,0.2157577240728321,0.3115426023131469,0.0,1,-42,knife
4057.1340870126537,3203.0,202.0,-2482.0,3810.697705145345,1012.0,-3672.0,117.0,7207.183152938463,-4647.0,-1796.0,-5208.0,0.0,0.0,0.0,0.0,3768.753736274115,7207.183152938463,0.0,7207.183152938463,2554.95714745275,3726.809767402886,330.3243196097678,4057.1340870126537,-3396.4854477931176,246.43638186730868,3150.049065925809,4057.1340870126537,3396.4854477931176,3810.697705145345,7207.183152938463,0.2691296892101816,0.2527823500689048,0.4780879607209136,0.0,3,-43,knife
2424.110764796031,2072.0,515.0,-1148.0,6040.097350208853,1426.0,-5868.0,-126.0,10497.410585472971,-7293.0,-1418.0,-7416.0,0.0,0.0,0.0,0.0,4740.404675119464,10497.410585472971,0.0,10497.410585472971,3958.186834411121,3440.7120000300747,-1016.601235234044,2424.110764796031,-4457.313235264119,3615.9865854128216,8073.299820676941,2424.110764796031,4457.313235264119,6040.097350208853,10497.410585472971,0.1278430287565555,0.3185433398709064,0.553613631372538,0.0,3,-43,knife
2359.9786015979043,1807.0,-95.0,1515.0,4643.148177691511,3615.0,-2910.0,-150.0,10063.992498009922,-8642.0,-4415.0,2666.0,0.0,0.0,0.0,0.0,4266.7798193248345,10063.992498009922,0.0,10063.992498009922,3727.956172408996,3890.411460958158,-1530.4328593602536,2359.9786015979043,-5420.844320318412,2283.1695760936063,7704.013896412018,2359.9786015979043,5420.844320318412,4643.148177691511,10063.992498009922,0.1382763290777998,0.272052248669011,0.5896714222531891,0.0,3,-47,knife
7169.0469380525055,7147.0,45.0,-560.0,3055.9137749615907,1817.0,-2456.0,72.0,4597.992822960906,-3975.0,-2272.0,423.0,0.0,0.0,0.0,0.0,3705.73838399375,7169.0469380525055,0.0,7169.0469380525055,2595.4476067521355,4355.56299302591,2813.483945026595,7169.0469380525055,-1542.0790479993152,4113.133163090915,2571.0541150916,7169.0469380525055,1542.0790479993152,3055.9137749615907,4597.992822960906,0.4836449713380925,0.2061609224872055,0.3101941061747021,0.0,1,-42,knife
3285.028614791658,3198.0,697.0,-280.0,4656.704736184161,2157.0,-3965.0,1145.0,7334.702584290654,-6551.0,-1990.0,-2631.0,0.0,0.0,0.0,0.0,3819.108983816618,7334.702584290654,0.0,7334.702584290654,2642.527212675622,2981.513231449076,303.5153833425825,3285.028614791658,-2677.9978481064927,1371.676121392503,4049.673969498996,3285.028614791658,2677.9978481064927,4656.704736184161,7334.702584290654,0.2150389415902955,0.3048292648833036,0.480131793526401,0.0,3,-45,knife
2941.451002481598,2753.0,730.0,-735.0,4956.634140220559,1881.0,-4365.0,1406.0,7272.63707330429,-6111.0,-1927.0,-3440.0,0.0,0.0,0.0,0.0,3792.680554001612,7272.63707330429,0.0,7272.63707330429,2672.728140926051,2628.726967782665,312.72403469893334,2941.451002481598,-2316.0029330837315,2015.1831377389608,4331.186070822692,2941.451002481598,2316.0029330837315,4956.634140220559,7272.63707330429,0.1938899783807331,0.3267236766744614,0.4793863449448054,0.0,3,-45,knife
3778.541252917586,3495.0,707.0,-1250.0,3710.0514821225865,1532.0,-3287.0,-783.0,4043.2305153181655,-3458.0,-1493.0,-1470.0,0.0,0.0,0.0,0.0,2882.9558125895846,4043.2305153181655,0.0,4043.2305153181655,1669.118939038177,2055.8601430565823,1722.6811098610035,3778.541252917586,-333.179033195579,68.48977079499946,264.68926240057954,3778.541252917586,333.179033195579,3710.0514821225865,4043.2305153181655,0.3276620852474626,0.3217228881831241,0.3506150265694132,0.0,3,-45,knife
3734.825430994064,3411.0,720.0,-1340.0,4080.793060178376,1702.0,-3672.0,-522.0,5669.305513023619,-4806.0,-1755.0,-2442.0,0.0,0.0,0.0,0.0,3371.231001049015,5669.305513023619,0.0,5669.305513023619,2078.5826992366838,2661.668941919653,1073.1564890744112,3734.825430994064,-1588.5124528452425,345.96762918431205,1934.4800820295543,3734.825430994064,1588.5124528452425,4080.793060178376,5669.305513023619,0.2769630314439971,0.3026189141969632,0.4204180543590397,0.0,3,-45,knife
2933.432971792606,2450.0,760.0,-1423.0,4826.671420347567,1126.0,-4641.0,-700.0,6587.42339613904,-4087.0,-1233.0,-5017.0,0.0,0.0,0.0,0.0,3586.881947069803,6587.42339613904,0.0,6587.42339613904,2440.954966357376,2347.09247379204,586.3404980005662,2933.432971792606,-1760.7519757914731,1893.2384485549603,3653.990424346434,2933.432971792606,1760.7519757914731,4826.671420347567,6587.42339613904,0.2044556396809342,0.3364113658863635,0.4591329944327022,0.0,3,-47,knife
3491.3891218252943,1815.0,-57.0,-2982.0,3477.3545979666783,15.0,-3267.0,1191.0,5887.241968867935,-2105.0,-2993.0,-4612.0,0.0,0.0,0.0,0.0,3213.996422164977,5887.241968867935,0.0,5887.241968867935,2098.9472952674937,2950.638246363276,540.7508754620189,3491.3891218252943,-2409.8873709012564,14.034523858616012,2395.8528470426404,3491.3891218252943,2409.8873709012564,3477.3545979666783,5887.241968867935,0.271576929718038,0.27048525738746,0.4579378128945018,0.0,3,-46,knife
2581.4036879186488,1405.0,412.0,-2126.0,4630.751342924817,-660.0,-4373.0,1373.0,7278.137879980016,-1881.0,-2721.0,-6483.0,0.0,0.0,0.0,0.0,3622.573227705871,7278.137879980016,0.0,7278.137879980016,2673.3240936909747,2614.395112486924,-32.99142456827485,2581.4036879186488,-2647.3865370551985,2049.3476550061687,4696.734192061367,2581.4036879186488,2647.3865370551985,4630.751342924817,7278.137879980016,0.1781471019119618,0.3195761032177542,0.502276794870284,0.0,3,-46,knife
4269.5664885325305,2763.0,2.0,-3255.0,3073.213464762902,550.0,-2910.0,821.0,4364.987628848448,-2496.0,-2226.0,-2805.0,0.0,0.0,0.0,0.0,2926.94189553597,4364.987628848448,0.0,4364.987628848448,1764.865473671096,2780.670326309039,1488.896162223492,4269.5664885325305,-1291.7741640855463,1196.3530237696286,95.42114031591792,4269.5664885325305,1291.7741640855463,3073.213464762902,4364.987628848448,0.3646781043932121,0.2624935491075188,0.372828346499269,0.0,3,-46,knife
